3205,大家预测下今日收盘价是多少？看谁猜的准？,大家预测下今日收盘价是多少？,股东,大连三垒,2
3206,建议大家卖出000728换入涨幅少的601688,建议大家卖出000728换入涨幅少的601688,None,国元证券,0
3207,利好不涨，真是大问题！,利好不涨，真是大问题！,None,天广消防,0
3208,打死都不要买国元这个垃圾股,打死都不要买国元这个垃圾股,股东,国元证券,0
3209,现在开始 成交量开始放大了  走着瞧,南岭民爆 成交量开始放大,股东,南岭民爆,1
3210,顺势而为，王者之道！赶紧卖出！,顺势而为，王者之道！赶紧卖出！,None,现代制药,0
3211,长长上吊线，害死多少人，主力发上吊绳给你们，有多少人望外出。,长长上吊线，害死多少人，主力发上吊绳给你们，有多少人望外出。,None,奇正藏药,0
3212,够 庄,操 买了这样的票 倒霉啊,股东,宁夏建材,0
3213,真是垃圾股  垃圾啊啊,长青老总死了吗  大盘这样都跌,None,长青股份,0
3214,周线120压力比山大..,没有有效站上周线8元都不好说,股东,宁夏建材,2
3215,题材独特公司走上正规今天开始看它不涨停,题材独特公司走上正规今天开始看它不涨停,股东,方正电机,1
3216,如题,要下的请快下车，上来的请坐稳了，空中加油即将完成，马上要启动了！,None,福建高速,1
3217,今天大盘不错！解套就行，主力行行好吧！,今天大盘不错！解套就行，主力行行好吧！,None,华数传媒,1
3218,2市第一垃圾股，绝对是第一没有之一！！！！！,2市第一垃圾股，绝对是第一没有之一,None,青岛碱业,0
3219,傻逼,傻逼,股东,九州通,2
3220,任你风吹雨打，我自岿然不动,我就是压着盘，看你怎么地,None,波导股份,0
3221,股价恐怕很难突破5元价位,股价恐怕很难突破5元价位,股东,曙光股份,0
3222,明天回抽后继续涨直奔5.8元,明天回抽后继续涨直奔5.8元,None,三一重工,1
3223,江淮汽车就是扶不正的阿斗，大家快跑吧！,江淮汽车就是扶不正的阿斗，大家快跑吧！,股东,江淮汽车,0
3224,怂股票,[滴汗]怂股票,None,中电远达,0
3225,三个人，在一起比试枪法，由一个黑人顶着某样东西做为靶子。第一个人在黑人的头上放了一个苹果，然后在距离10米远的位置，抬手一枪就将苹果打碎了，他吹了一下枪口说：I&#39;m 佐罗！第二个人在黑人的头上放了一个樱桃，然后在距离50米远的地方，抬手一枪就把樱桃打碎了，他吹了一下枪口说：I&#39;m007第三个人在黑人的头上放了一粒芝麻，然后在距离100米远的地方，抬手一枪就把那个黑人的头打碎了，他也吹了一下枪口说：I&#39;m sorry,I&#39;m sorry,股东,栖霞建设,2
3226,国家核电注入上海电力,国家核电注入上海电力,None,上海电力,1
3227,"中珠控股公告, 2011年12月6日,公司与隆林捷尧矿业发展有限公司股东王文孟签订《隆林捷尧矿业发展有限公司股权转让合同书》, 公司拟收购王文孟持有的捷尧矿业公司68%股权.股权转让款基准价款为1.278亿元,股权转让款按合同约定分四期进行支付.",中株也有矿,None,中珠控股,1
3228,海电力设计院通讯录,海电力设计院通讯录,None,上海电力,2
3229,越到后面越难拉,主力，趁人气旺，别这么小散了，不到13以上，没人愿意抛的！,None,中珠控股,1
3230,看到牛市了吗,今日大盘红的厉害,股东,上海电力,1
3231,/,大盘 到  顶 600568下午绿 盘 的 干 活 ///,股东,中珠控股,0
3232,生益懂事们阳委了,生益你争争气呀！,股东,生益科技,0
3233,获利不多，辜负了这大好行情。,不应该这种走势啊，前期主力介入，难道就这样放弃了？,None,中珠控股,0
3234,被动上涨不过顺手做点生活费用,几乎封杀了华纺的上升空间,None,华纺股份,2
3235,这烂股，大盘这么好娘的卖了，老子去别处发财了 操,这烂股，大盘这么好娘的卖了，老子去别处发财了 操,股东,雅致股份,0
3236,孕育时间越长，爆发力就越强。。。,静待郭沛金融复牌，西南是第二批券商上涨龙头,None,西南证券,1
3237,明天要大跌,晚上会有减持公告：,None,恒邦股份,0
3238,第一次看到这种阵势.军演,难得,None,永鼎股份,2
3239,,?????????????,None,韶钢松山,2
3240,等主力为我们抬桥子.一拉就要出货,等主力为我们抬桥子.一拉就要出货,None,百利电气,1
3241,哈哈哈,我1。79买了半仓，降3分加1成仓,None,韶钢松山,1
3242,压力5.56支撑5.11,DDE连续两天翻红,股东,中达股份,1
3243,,不要托了嘿嘿1,None,韶钢松山,2
3244,该股必涨,压盘过甚说明主力要筹码心切,股东,国栋建设,1
3245,今早9点打通电话，说刚上班还未知斐讯方面通过否，目前电话已没人接了,有最新确切消息了吗？,股东,北生药业,2
3246,重大消息，增发一完成，陆致成就退休！,好消息！陆致成要下台！,None,同方股份,1
3247,奶奶的，买错了，明天换，领头羊能翻几倍，吃屁的能跟着涨二三十点就不错了,靠，原来中粮地产是领头羊，这个只是跟着吃屁的,None,中粮屯河,0
3248,翻了11倍， 不是梦,同方100块,None,同方股份,1
3249,大家逢高清仓，把弱B小嫩庄套在高位,千万别追高，737收盘惯性早泄不收绿是万幸了,None,中粮屯河,0
3250,国家跳水队下午登场！,短期看10.26 现在跑还来的及,股东,动力源,0
3251,恰好低开，尚未运行就直买了。。。本周不想卖，下周再看吧。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,买完了,None,中粮屯河,1
3252,年高有德之人不可慢他,的走势解析,None,北京城建,2
3253,买进刚开始启动还未大涨的股，000677恒天海龙！补涨随时开始！演绎3月初的大涨行情！,不追长安汽车，杀进恒天海龙！,None,长安汽车,1
3254,每当我看见股吧一片歌舞升平、大家热血喷张、忘乎所以时，我就知道该撤退了！小散总爱意淫，把鸡毛蒜皮点小事看成天大利好，其结果往往是“希望越大失望越深”。试想想，大家都想坐轿时谁来给你抬轿？主力？你当主力当真是傻逼啊？！所以，我要提醒大家，要想股票静静的涨大家必须默默的等。股吧的热度与股票的涨跌是负相关的。请保持安静！！！谢谢！！！,当潮水退去时，我发现大家都在裸泳！哈哈，包括女股民在内。,None,华胜天成,0
3255,哼，穷逼屙不出富女儿，安徽人只能靠世代拿老少女人卖逼赚点儿小钱。,哼，穷逼屙不出富女儿，安徽人，,None,国元证券,2
3256,坚决卖出,今天涨的原因，是证劵都涨了，不好意思不涨点！,None,金证股份,0
3257,布衣融券卖出000728锁定10.80元买入的利润换入涨幅少的601688,布衣融券卖出000728锁定10.80元买入的利润换入涨幅少的601688,None,国元证券,0
3258,套住了也别补仓。,我很早就发很多帖子，提醒不要买这股。,None,安彩高科,0
3259,11.10元融券全部卖出000728确保10.80元利润换入601688,11.10元融券全部卖出000728确保10.80元利润换入601688,None,国元证券,0
3260,现全是散户在交易,只要是‘’托‘’一讲话哈狗就能岀货，用资金去买大盘股去了,None,哈高科,0
3261,坚持到底,对山高股票要有信心，一定能挣钱,None,山东高速,1
3262,压舱底的筹码，不翻倍不走,中原目前持有6000股，最新获利 65.8％。有图为证！,,中原高速,1
3263,衰股,伪概念股不改怂货本性,None,亿阳信通,0
3264,金叉形成即迎来继续拉涨,盘面一点诡异变化， 金叉形成即迎来继续拉涨,None,吉恩镍业,1
3265,大家说服不服？（我靠，A股专治不服！）,这么大个事，就给个一日游,股东,健康元,2
3266,,增发的1.28415亿股在疯狂出逃延长化建！！！,None,延长化建,0
3267,5元大顶，，大量抛盘~~垃圾跑不赢大盘5元大顶，，大量抛盘~~垃圾跑不赢大盘5元大顶，，大量抛盘~~垃圾跑不赢大盘,5元大顶，，大量抛盘~~垃圾跑不赢大盘,None,标准股份,0
3268,就是垃圾,就是垃圾,股东,国中水务,0
3269,6元卖了，大盘要回调了，跌下来再进,6元卖了，大盘要回调了，跌下来再进,None,美尔雅,0
3270,即将大幅上涨！！,即将大幅上涨！！,股东,国中水务,1
3271,在600448里有一个很有趣的现象就是“围城”。小散一看上市公司的不断“新闻”以为利好。再看股价较低上市至今没分红送股以为便宜安全便2眼一抹黑冲进来，等了几天半个把月太无聊股价不涨反跌每天被恶庄压着着实等不起便眼一闭就割了。殊不知恶庄笑了每天有送钱的进来。周而复始，这就是恶庄的盈利模式。所以请大家看K线图，600448的股性就出来了，上市至今就这样，故请不要意淫。等再多的时间还是这样除非换庄，但这在短期内是不可能的。,收盘时又到4.5元以下小散好醒醒了，这畜生在看你手里的牌出。,None,华纺股份,0
3272,垃圾,跑不赢大盘,None,三元股份,0
3273,张不上去,张不上去,None,荣华实业,0
3274,提高警惕，暂莫追高,大盘连续上涨五天了，难以为继,股东,山东钢铁,0
3275,150097，老早送给你们的，是不是？,屠龙先生告诉你，什么是暴利？,股东,国电南瑞,1
3276,快了，今日必收阳,短线调整到位，主力刻意压制股价，拉升随时启动！,None,紫江企业,1
3277,123,这垃圾闹哪样 大盘涨这么多 居然还跌,None,国电南瑞,0
3278,肯定公司有内幕,肯定公司有内幕,股东,中国医药,2
3279,今天开始回补，6.75买了，7元出的,今天开始回补，6.75买了，7元出的,None,新五丰,1
3280,呼呼,哈哈，海泰今天不错哦，大涨5分钱,股东,海泰发展,1
3281,主力准备实施的下一步阴谋——那就是短线要进入调整洗盘。洗出不坚定筹码。短线的朋友要小心了！但些股整体趋势是不错的。可等调整下来后继续介入把握下一波机会。,还有多少赚钱的机会？,None,鑫富药业,1
3282,看新机构能接住否,康盛机构已经在逐步跑路中了,None,康盛股份,0
3283,不看了，越看越不可耐，处理掉省心省力，到10月都不会有什么起色，走,不看了，越看越不可耐，处理掉省心省力，到10月都不会有什么起色，走[兴奋][兴奋,None,厦门空港,0
3284,它怎么还跌成那个样，到底怎么回事啊？,它怎么还跌成那个样，到底怎么回事啊？,None,澳洋顺昌,0
3285,风向已经转了,会这么快结束吗,None,广晟有色,2
3286,EM_StockImg_StartEM_StockImg_End今日，益生股份走势强劲，盘中飙涨冲击涨停，截至发稿，涨幅9.85%，报12.05元。据媒体称，根据全国农副产品和农资价格行情系统监测数据显示，7月中旬以来，全国猪肉价格出现较为明显的回升态势。与7月11日相比，7月21日，全国猪五花肉、猪后臀尖肉价格分别上涨2.3%、1.9%。分地区来看，近八成省区市的猪肉价格上涨。其中，西南和东北地区的整体价格涨幅居前，多在3.0%左右。齐鲁证券认为，猪价景气回升可期，但“V型”反转暂时难觅。从趋势上说，供需格局改善和景气回升基本可期。2014年至今暂未发生大规模疫情，被动去产能不现实，类似2011年的V型反转没有逻辑基础。总而言之，夏季一般是猪价上涨季度，因为供给端此时收缩更多，而今年饲料价格高企和存栏结构形成双重利好，所以新一轮猪价反弹逐步开始，并且幅度较大。业内人士认为，未来生猪价格进入新一轮反弹将对生猪养殖企业的股价形成支撑。此外，近日，受肯德基麦当劳等洋快餐供应商上海福喜被曝光使用过期食品回锅重做、更改保质期标印等手段加工过期劣质肉类影响，此事件曝光，引起全国范围内强烈关注，业内预计肯德基等快餐巨头都不得不考虑全部或部分更换供应商，国内相关禽肉供应商近日走强。(来源:东方财富网)[点击查看原文],猪肉价格反弹 益生股份暴涨直逼涨停,新闻,益生股份,1
3287,靠 软柿子 这么惨  徐翔会笑死你的,董荣亭也是一个软蛋看样子 那天白捡7000万的时候 就应该连续几个一字板 一直到翻本为,股东,丹化科技,0
3288,儿子你疯了！别人没疯,儿子你疯了！别人没疯,股东,当代东方,2
3289,石家庄今日起正式取消限购,石家庄今日起正式取消限购,None,上实发展,1
3290,"大盘今天可能大涨70点以上,","大盘今天可能大涨70点以上,",股东,新城B股,1
3291,.....,300065不会涨的，别买,None,海兰信,0
3292,自选里就你涨的最差，怎么选了个这个股票。郁闷,搞什么啊？,None,大立科技,0
3293,安徽六安主营：江淮和悦、和悦A30、同悦、悦悦等轿车，瑞风M5，瑞风S5。,江淮，我一直在为你的强大默默付出，你就不能给力点么？,股东,江淮汽车,0
3294,哈哈哈哈，大盘涨50点你原地踏步？,这次主力可丢好人了！,None,澳洋科技,0
3295,还有一次机会，突破7.3元  不破 就调头向下！！,还有一次机会，突破7.3元  不破 就调头向下！！,股东,西藏天路,1
3296,大盘涨那么多，他还不涨，,钱江是怎么了？,股东,钱江生化,0
3297,只有跟着山高走了,我这样小股民不跟着山高这样的大企业还能咋办呢？,None,山东高速,1
3298,成本低的估计不少再看看十六估计跌不到的,我的成本才十六不到再看看现在不肉痛,None,高新兴,1
3299,庄和董事长死了，坚决卖了,狗罗消息,None,美罗药业,0
3300,下午2﹕15分直接拉起。,不要急！再烂的股票也要吃饭！,None,迪森股份,1
3301,"从 7块开始买,一直买到4块多,总算回升了啊","从 7块开始买,一直买到4块多,总算回升了啊",股东,三一重工,1
3302,这逼股真是弱爆了！狗懒子！,这逼股真是弱爆了！狗懒子！,None,光迅科技,0
3303,大盘的意外的疯涨至少封死了力生的庄家恶意下跌，大盘调整期间，下步绩优股肯定会补涨的，而中小盘和创业板由于去年以来的过高的涨幅全部会回调的，而不是大盘调整，小盘股涨的格局,希望力生在希望中重生,股东,力生制药,1
3304,,比大盘强一次就这么难吗     瞧你这点出息,None,风神股份,0
3305,唯一下跌的汽车股,今日表现最垃圾的汽车股,None,一汽富维,0
3306,脚穿谢公羁，身蹬青云梯，半年壁见海日，空中闻天鸡,一夜飞渡,None,中达股份,2
3307,华升在做假账,有谁知道华升股份拿过湘财证卷分红吗,None,华升股份,0
3308,明天还会涨6个点左右，放心持有,还会涨的，,股东,抚顺特钢,1
3309,大家千万别错过大机会,今天早上满仓600405了，别看蓝筹拉得欢,股东,动力源,1
3310,生益懂事会的人有精神病了,生益今天不正常,股东,生益科技,2
3311,没有上车的抓紧时间买票，这是辆宝马车。,没有上车的抓紧时间买票，这是辆宝马车。,None,迪马股份,1
3312,装继续装,尼玛真有这么多抛盘吗？脑积水了！,None,金鹰股份,0
3313,中报预告？大家卖光？,你在等什么？,股东,信质电机,2
3314,好主力下午功上涨停漂亮,好主力下午功上涨停漂亮,None,宝钢股份,1
3315,满,主力狂拉目标曝光：6元以上，赶快满仓等坐轿,股东,广东榕泰,1
3316,在下个月南京要办运动会，到那时南钢会一飞冲天。,南钢将要大步腾飞,None,*ST南钢,1
3317,这正是真的,上了年线我就来,股东,万和电气,1
3318,这B股连到3个涨停都回不到本,山峰之巅,股东,中文传媒,0
3319,今天买入1000手，看看庄的动太,今天买入1000手，看看庄的动太,None,大连圣亚,1
3320,太损,庄家故意压盘意欲何为,股东,天通股份,0
3321,垃圾闽南人！,去死吧，闽南人！,股东,日上集团,2
3322,抛也不是，不抛也不是~！,鸡肋啊,股东,时代新材,2
3323,靠侵占股民权益迟早会被法办！,靠侵占股民权益迟早会被法办！,None,山东高速,2
3324,涨少了，我不走。跌多少，也不怕,想把我洗出去，难啊,None,中原高速,1
3325,来点带量下跌的,无量空跌,股东,中电远达,2
3326,再见了 贱货,再见了 贱货,股东,莲花味精,0
3327,整体看银行有色的走势让我想起了2012年12月那波行情 最少300点 呵呵 抓住热点 不见顶部不出货,大盘走势,None,三元股份,1
3328,5.5的本能解吗，谢谢高手指点,5.5的本能解吗，谢谢高手指点,None,海泰发展,2
3329,股市淘金者中国梦之流，就是垃圾,股吧来了不少托，坚决卖出,None,振华科技,0
3330,重组通过后多久完成并购？？,，重组通过后多久完成并购？？,None,银河电子,2
3331,眼红了啊,鑫富药业今天继续涨,股东,鑫富药业,1
3332,不好意思，心里承受不了，7.7全部清场,不好意思，心里承受不了，7.7全部清场,None,洛阳钼业,0
3333,这个垃圾还会跌,3.83卖了换大盘股，越大盘越涨,股东,江山化工,0
3334,浮肿是病入膏肓的前兆！,浮肿！,股东,锦龙股份,0
3335,要有耐心，要坚守，才能钓到大鱼,今天受沪港通影响，资金流向金融板块，明天才到汽车板块,None,江淮汽车,1
3336,哑聋眼瞎之人不可戏他,近期走势的一些拙见,None,徐家汇,2
3337,跌停再补仓！,操，狗主力。跌吧有本事跌停！,None,迪森股份,1
3338,歌罢杨柳楼心月，舞尽桃花扇底风,奇葩徐家汇 桃花扇底送南朝,None,徐家汇,2
3339,坚持就有大发展！,坚持就有大发展！,股东,上实发展,1
3340,7.3吃货才安全,不听我话的又要被折腾了,股东,天龙集团,2
3341,大力神！牛逼啦！,喜讯：力生制药要改名为“大力神”制药股份有限公司！,None,力生制药,2
3342,！！！！！！！！！！！！！！！！,20.75才卖掉，怎么就涨起来了？要人上吊吗？,None,猛狮科技,1
3343,别人热点轮换赚80%，你守弱股赚10%这就是差距,别人热点轮换赚80%，你守弱股赚10%这就是差距,None,建设机械,2
3344,加油加油！,别在装反弹骗散户钱了，赶紧跌停退市吧！,None,中房股份,0
3345,,[大便][大便][大便][大便][大便][大便][大便][大便][大便][大便,None,云维股份,2
3346,等2年吧！,王玉锁正在把已解禁的股票拼命抛，你们还在做梦！！！,None,威远生化,0
3347,还在砸盘的全家归西,深证指数暴涨了3点多，大盘暴了2点多，三力士你呢？,None,三力士,0
3348,大盘都啥样了，这烂股！,垃圾中的战斗机！,None,威远生化,0
3349,600979 又是煤 又是电 气 水，为啥咋都不长,600979 又是煤 又是电 气 水，为啥咋都不长,None,广安爱众,0
3350,选优质股票坚定守恒，赢大势。,选优质股票坚定守恒，赢大势。,None,万讯自控,1
3351,目前看五矿整合是肯定 的,"此股业绩一般大家已 经有准备,后续主要看五矿怎么整合是关键",None,株冶集团,1
3352,"越滞涨散户越多,散户越多越去求","越滞涨散户越多,散户越多越去求",None,金河生物,2
3353,,这么明显顶部，居然还有人看多，其用心险恶,None,日上集团,0
3354,不争气的家伙，不顺势涨，老他娘的充愣,我的自选股里就大亚科技绿盘，我操他祖宗,None,大亚科技,0
3355,不容易呀，,大亚科技要逆天呀,股东,大亚科技,1
3356,如题,蒙草这个臭不要脸的公司哈哈,股东,蒙草抗旱,0
3357,快跑吧，完了，全完了,快跑吧，完了，全完了,股东,亚宝药业,0
3358,下午涨停,下午涨停,股东,宁波富邦,1
3359,下午涨停,下午涨停,股东,华电能源,1
3360,说长道短之人不可敬他,大家现在再看看这几个股！,None,茂硕电源,2
3361,,快换股，翻翻行情已经展开，日上完蛋了,None,日上集团,0
3362,,重组之后股价一直走得挺好啊,股东,鑫富药业,1
3363,,这个价位只卖不买，谁买谁被套，而且深套,None,日上集团,0
3364,大盘大涨50点，但凡是绩优股都出现明显上涨，这庄就在这装熊。,这就是一SB庄,None,新洋丰,0
3365,啊哥先撤了！！,亲。。。你们继续站岗,None,冠农股份,0
3366,别追涨哦，要站岗的，大股东大量出货，一上48就出,别追涨哦,None,广晟有色,0
3367,完全控盘,只能夸奖这个主力超级牛逼,None,冠农股份,1
3368,(明天)将现黑色星期二,主力胜利大逃亡套利,None,露天煤业,0
3369,钱江主力或者聪明绝顶或者一文不值！,钱江主力或者聪明绝顶或者一文不值！,None,钱江水利,2
3370,融券不多啦，所以涨起来特别难啦！,真心好恶心，这几次没有哪次跑过大盘的！,None,深圳燃气,0
3371,sb,瘪三庄，浪费大好行情,股东,象屿股份,0
3372,当和蓝筹估值接近时，当权重股退烧时，谁会成为热点呢，看看就会一目了然......,机会快来了,None,众业达,1
3373,本来7.7的成本。。,成本被我越搞越高了,None,宁夏建材,1
3374,。,盈利清仓，找其他热股机会,股东,首钢股份,0
3375,2.5亿的流通盘，上档竟然有5千手的压单，和中石油有的一拼,简直是乌龟中的极品乌龟,None,宁夏建材,1
3376,垃圾中的战斗机,垃圾中的战斗机,股东,曲江文旅,0
3377,不吸取教训的后果。,一时脑残买入这只瘟股。,None,中牧股份,0
3378,曲江有点像龟的第三代！,曲江有点像龟的第三代！,股东,曲江文旅,2
3379,砸锅卖铁都。。。,看年线就明白了,None,巢东股份,0
3380,股票涨,股票涨,股东,鑫龙电器,1
3381,涨停,涨停,股东,巢东股份,1
3382,无奈中,主力注销户口本是众望所归,None,国统股份,0
3383,坚定看多民丰，下午涨停，涨涨涨涨涨涨涨涨,坚定看多民丰，下午涨停，涨涨涨涨涨涨涨涨,None,民丰特纸,1
3384,比钱江水利好点，但钱江水利是大庄股，庄家故意压价不涨。,在水利股中，国统股份目前涨幅倒数第二,None,国统股份,2
3385,111,看样子要进入一波牛市了。,股东,上海机场,1
3386,建机，垃圾中的战斗机,建机，垃圾中的战斗机,None,建设机械,0
3387,我的10元买的要到2100年解套了,我的10元买的要到2100年解套了,None,三一重工,0
3388,,哈哈，叫多、叫涨的狗托咋没了。,None,日上集团,2
3389,三一不在熊  目标看8,三一不在熊  目标看8,None,三一重工,1
3390,,出货进行时，欢迎大家接筹码,None,日上集团,1
3391,老子自选股中唯一一支绿的。真牛逼！,老子自选股中唯一一支绿的。真牛逼！,None,中电远达,0
3392,,哈哈、又一批傻逼被套,None,日上集团,0
3393,大股东被抓，放量滞胀。何去何从，自己拿捏！,大股东被抓，放量滞胀。何去何从，自己拿捏！,None,吉林森工,0
3394,,看庄托把傻散们忽悠的热血沸腾，能涨50倍,None,日上集团,0
3395,！,大盘彪了，买入此股，仿佛一切都没有发生！,None,莲花味精,2
3396,这烂股在争取时间,人挪活，树挪死，还在犹豫什么，等大盘会跳，这烂股一马当先，哭死你们,None,亚通股份,0
3397,1,拉升背后，主力的真正意图已经表现出来了。,None,科力远,1
3398,走吧，还在挺，目前行情，不挣钱就是赔钱。,散户被忽悠扛大旗，主力撤资掘金黑马股,None,亚通股份,0
3399,这庄缺他妈八代的德做不要脸的事，祝他家万代倒霉。,他奶奶的，庄趁机大卖。,None,美都能源,0
3400,下午或明天下杀时，请大家务必加仓哦,小心被洗出来哦,None,襄阳轴承,1
3401,大黑马，才抬头必爆涨，安心持有,大黑马，才抬头必爆涨，安心持有,None,广州发展,1
3402,疯狂抢筹,都在抢筹了 还等什么,股东,华电能源,1
3403,主力资金流出却是大盘股大涨，为什么,主力资金流出却是大盘股大涨，为什么,None,西南证券,2
3404,顶风作案必坐大牢,证监会01088060027奖30万举报董增平与庄家对敲卖单打压股价,None,思源电气,2
3405,涨不赢指数，都不好意思说拿着券商股,你妈还真是大券商风范呀，,None,西南证券,1
3406,主力们，行动起来，跟着大盘一起升,主力们，行动起来，跟着大盘一起升,None,红阳能源,1
3407,大盘都涨成啥样了，东华还是这样，呵呵,大盘都涨成啥样了，东华还是这样，呵呵，,None,东华实业,0
3408,抛盘放大 跑7.65不跑没机会了,抛盘放大 跑 7.65不跑没机会了,None,红阳能源,0
3409,！！！,现在是该适当选择进入点的时候了吗？,None,国通管业,1
3410,从近期卖单看，每天有135000股卖单挂着，居然也能压着股价。,有小庄在压盘,None,三力士,1
3411,必须换股，否则白等一轮行情,这就叫没有游资参与的股票，骨性丝毫没变,None,武汉控股,0
3412,比白菜还便宜，买几斤吃吃,因为价低,股东,岳阳林纸,1
3413,中报ST林海,中报ST林海,股东,林海股份,2
3414,林纸不是好东东。事实胜于雄辩,林纸不是好东东。事实胜于雄辩,None,岳阳林纸,0
3415,"无奈的是碰上了众多达摩,一起玩儿吧.和气生财.",庄家的手法已经很老道了,None,长春经开,1
3416,垃圾，每天都是高开低走。信者永生,垃圾，每天都是高开低走。信者永生,None,江淮汽车,0
3417,真有个性大盘涨这些这股还绿着，不得不佩服,真有个性大盘涨这些这股还绿着，不得不佩服,None,长春经开,0
3418,什么都可以欺骗，收盘价格骗不了！！！！！！！！！！,每一次上涨都是出货，每一次拉高都是出货,None,江淮汽车,0
3419,有出货现象了,爆发力不够,股东,宝硕股份,0
3420,现在是无限期停盘。,现在是无限期停盘。,None,中国电建,2
3421,抢筹发令枪11：10发出，倒计时开始，100，99，98,抢筹发令枪11：10发出，倒计时开始，100，99，98,None,同方股份,1
3422,电建这么好还出来公告？,电建这么好还出来公告？,None,中国电建,1
3423,起来,给小散们来电颜色看看  庄家你怎么这么窝囊 哎.,股东,中国玻纤,1
3424,在出货!,在出货!,None,大连控股,0
3425,如题,这股主力早已高度控盘，大盘这么涨居然不动哈哈，压盘疯狂,None,*ST商城,0
3426,还买啊,大单跑，小单买进，呵呵？,股东,北方创业,0
3427,长期目标一步一步走,23元是该股的癫疯,None,荣华实业,1
3428,下午大跌,下午大跌,股东,华泽钴镍,0
3429,坚持持有，恒者恒得！,坚持持有，恒者恒得！,股东,动力源,1
3430,利空出静，宏达大涨了,利空出静，宏达大涨了,股东,宏达股份,1
3431,我靠,关键是庄家倒来倒去几乎没有什么成本，小散那里敢和他耗,股东,动力源,2
3432,完了，33.23买的，被套4%了。活不了了。,完了33.23买的35.4万，被套4%活不了了。,None,厦门钨业,0
3433,有自信的货还用偷看偷听，不累吗；,畜牲老是喜欢与人平起平做的论理。,None,退市长油,2
3434,没问题吧各位,3抢到了，求2个涨停。,None,厦门钨业,1
3435,,周边紧张，未来十年，军工股大行情——常寸柯—解读10只股,None,青岛碱业,2
3436,/,全  是    散      户  快跑///,股东,中珠控股,0
3437,14.3的筹码14.7抛了。14.5的筹码等15抛。,逢低买，逢高抛！,None,西陇化工,2
3438,111,呵呵，下午要翻绿了,股东,恒邦股份,0
3439,关注一下概率较大，某些领域竞争不大,明天召开的核电设备展能否与中核签订大单,None,久立特材,1
3440,呵呵，继续唱空呀,为神那么多唱空滴？唱空越多偶越喜欢。,None,北生药业,1
3441,主力中午借高利贷去了,下午涨停,None,安居宝,0
3442,弱B恒弱,737走势早知道：收盘早泄均价以下，明天低开2个点,None,中粮屯河,0
3443,1,主力这次不明智，他意图再明显不过了。,None,中南建设,2
3444,支持的顶我，马上发大财,牛市来，券商涨，长安跟着翻个番,None,长安汽车,1
3445,大股东不玩这个公司，大家都撤了吧,3兄弟合伙造假收购，大肆卖空股票,None,天龙集团,0
3446,0,所有小股东都去日该死的董事长你妈   一天操200次  ，把你妈操死在大街,None,瑞和股份,0
3447,转换了,小盘题材都不行了，以后估计开始比谁的盘子大了。,None,梦洁家纺,0
3448,重组效果挺好,鑫富药业后市不错,股东,鑫富药业,1
3449,,爆发在即，任你洗盘，只守仓不卖,None,永安药业,1
3450,鑫龙电器涨涨涨,鑫龙电器涨涨涨,股东,鑫龙电器,1
3451,名副其实的垃圾股,名副其实的垃圾股,None,华胜天成,0
3452,让唱空的狗，自娱自乐，不要发表看法。,提议大家不看唱空狗的帖,None,S佳通,0
3453,不到十六坚决不出货。,等到花开时,股东,吉恩镍业,1
3454,哎!虽赚还是亏，看好的几个股都涨30%了。,关了半月一个板都没有，5.09清光。,None,国中水务,0
3455,如题,看不懂，哪位大师来解释解释,None,国中水务,2
3456,怎么这般熊样,怎么这般熊样[不屑],股东,国中水务,2
3457,这么优质的股票，7块钱，真的是地板价，闭着眼睛买,地板价,None,三元股份,1
3458,截止中午收盘 已经超过 有色板块2.24%的涨幅,军工的涨幅2.48%下午继续 无数拉板的票,None,三元股份,1
3459,狠股休息,现在是大盘股时间,股东,国电南自,0
3460,今早频现大单，下午涨停,大单不断，下午涨停,None,国电南自,1
3461,RT,今天希望股价追上大连港，马上会有消息,None,日照港,1
3462,狗杂种,狗杂种,股东,日照港,2
3463,哪天放量了再补点,哪天放量了再补点,股东,风神股份,1
3464,大盘涨50点了，你Y动都不动，拉拉吧！,大盘涨50点了，你Y动都不动，拉拉吧！,None,紫江企业,0
3465,准备放量，暴涨！,准备放量，暴涨！,None,人福医药,1
3466,利润最大化，乐凯近期还会跌点，风格变化,大盘股强，先卖出乐凯，玩大盘,None,乐凯胶片,0
3467,盘中金叉形成即持续暴涨,筹码分布诡异变化，盘中金叉形成即持续暴涨,None,乐凯胶片,1
3468,注意随时轧空,反复洗牌,None,乐凯胶片,1
3469,庄家弱、蠢,庄家弱、蠢,股东,澄星股份,0
3470,臭！！！！,大盘飞涨，他反绿?????,股东,中国医药,0
3471,忠厚老实之人不可哄他,持仓有这股票的来,None,雪人股份,2
3472,换股渤海租赁,4亿多的盘子，可怜的成交量，散户行情，反弹卖出,None,传化股份,0
3473,买入002245不是好事。广股也就涨到这了,买入002245不是好事。广股也就涨到这了,None,澳洋顺昌,0
3474,,今天买入002245，下午发力,None,澳洋顺昌,1
